id,offences,robbery,street_robbery_purse_snatching,bodily_harm,dangerous_and_grievous_bodily_harm,deprivation_of_liberty_coercion_threat_stalking,theft,motor_vehicle_theft,theft_from_motor_vehicle,bicycle_theft,residential_burglary,fire_offences,arson,damage_to_property,damage_to_property_by_graffiti,narcotics_offences,kieztaten
011001,5294,72,46,482,134,121,2490,16,209,195,70,8,5,230,29,146,985
011002,8381,49,16,440,92,108,4405,10,179,371,52,3,2,361,139,78,832
011003,21164,199,104,1290,373,339,10532,84,682,1065,241,44,17,1138,340,465,2907
011004,4398,34,15,176,31,64,2266,56,230,492,127,6,1,375,154,73,759
012005,7204,77,32,546,150,153,2645,73,476,399,118,35,15,466,81,206,1204
012006,10423,54,30,588,155,175,3788,42,408,423,98,41,19,475,81,381,1263
013007,8316,111,52,751,190,216,3810,30,404,342,202,33,12,452,46,256,1617
013008,7269,108,47,617,165,214,3237,67,395,370,177,46,19,537,115,283,1533
014009,6944,89,46,627,151,229,3335,58,454,352,176,26,8,446,49,184,1641
014010,10413,131,68,1019,283,349,3770,61,478,426,257,33,17,654,143,493,2308
019900,1515,90,65,243,12,116,1656,38,437,234,6,30,10,272,0,315,654
021001,10849,132,81,699,214,225,4261,50,806,471,162,41,13,587,104,207,1583
022002,10696,113,57,881,242,247,4927,97,537,997,230,50,18,773,197,206,1867
023003,6668,113,77,517,211,112,3015,25,173,391,92,37,13,418,127,352,1045
023004,7159,178,136,580,274,117,2844,31,220,379,87,53,18,498,159,901,1236
024005,2693,31,21,184,47,73,1471,68,266,226,72,18,6,267,36,27,628
024006,6493,84,55,566,161,105,3419,40,304,356,46,16,5,505,101,277,1098
025007,4501,16,9,288,65,85,2070,72,194,468,70,27,10,529,73,60,968
025008,10270,159,111,887,303,160,5142,67,341,840,143,43,19,1128,217,640,2075
029900,2865,114,103,164,2,88,1644,35,266,207,2,29,7,329,1,369,582
031001,1497,6,3,124,33,77,762,30,191,96,24,19,8,173,37,20,304
032002,1510,7,2,110,30,57,738,23,160,122,82,11,3,132,22,12,302
032003,890,2,1,66,16,29,453,21,76,50,38,2,0,93,27,9,143
033004,798,4,3,52,8,23,402,9,89,104,50,2,0,97,9,9,143
033005,1475,8,1,78,19,46,830,17,133,107,53,7,7,102,14,5,187
034006,1115,9,3,56,6,38,618,19,109,100,67,4,0,111,20,14,213
034007,3545,33,19,174,37,73,2179,54,229,614,69,25,11,295,68,36,683
034008,2492,26,15,161,48,74,1397,69,214,388,72,13,10,290,56,15,655
035009,3126,26,13,278,66,104,1645,64,211,256,65,15,4,349,75,34,801
035010,1320,5,4,142,27,51,581,26,129,78,36,8,2,173,31,24,317
036011,3466,38,22,200,62,51,1950,51,230,516,45,11,4,281,83,59,712
036012,3228,31,13,157,36,51,1960,80,212,547,38,7,4,278,122,33,607
036013,2334,9,3,138,40,32,1469,47,108,361,95,7,4,214,70,19,603
036014,4264,27,15,232,59,59,2254,91,301,343,77,10,4,530,222,48,672
037015,3721,24,13,314,95,56,2249,62,190,424,187,7,2,340,109,29,921
037016,2849,13,7,143,28,49,1685,99,226,380,137,12,6,311,69,29,734
039900,2173,45,33,162,25,81,838,54,266,174,3,12,1,225,2,105,466
041001,2785,47,25,294,59,111,1170,53,378,63,76,9,4,224,49,158,725
042002,1445,14,9,151,48,36,709,54,200,59,96,1,1,183,73,20,287
042003,4549,37,25,212,44,112,2725,64,400,193,112,12,8,261,46,18,752
043004,4999,54,13,410,100,149,2462,59,387,447,166,13,6,422,142,113,1116
043005,2137,41,16,132,39,67,861,16,205,71,42,4,0,117,18,123,361
043006,10222,105,48,640,138,275,5160,72,498,681,220,22,7,567,97,209,1662
044007,1656,13,8,80,21,44,942,63,301,58,243,6,3,130,30,15,418
044008,2090,17,10,153,21,65,1216,39,251,250,173,9,3,154,22,22,484
045009,3952,36,18,247,54,132,1785,71,335,209,146,8,6,253,52,79,733
045010,12444,155,80,955,300,249,6059,117,708,415,246,27,11,618,174,212,1992
045011,5433,70,45,358,73,132,2766,87,590,569,224,12,7,365,89,83,997
049900,1610,52,41,208,10,121,974,72,421,102,2,11,2,128,0,156,520
051001,1491,17,10,151,42,64,687,33,140,63,35,17,6,164,7,32,370
051002,3178,34,12,411,86,136,1190,31,222,164,98,28,10,332,32,58,960
051003,6437,99,64,658,154,208,2762,37,345,303,55,26,10,522,81,216,1591
052004,1539,13,10,128,35,75,760,33,139,60,72,13,4,137,14,24,331
052005,2719,37,26,357,67,123,1033,36,152,102,74,31,10,292,20,29,858
052006,5597,61,27,526,127,184,2244,32,237,241,95,18,11,481,110,89,1047
053007,1894,19,7,138,30,47,836,31,186,65,31,17,8,158,17,18,337
053008,2062,24,7,165,43,58,1006,38,196,102,31,9,5,160,45,13,455
054009,965,6,3,79,16,31,448,21,92,27,63,6,4,90,5,5,150
059900,617,34,29,111,19,62,424,20,176,47,1,9,2,110,0,65,309
061001,3961,42,17,171,44,75,2293,39,172,179,115,6,2,231,68,36,477
061002,3127,43,25,258,43,129,1442,86,345,229,145,16,5,398,75,41,791
062003,2806,25,13,270,63,124,1136,67,288,101,101,35,18,263,37,109,648
062004,2635,15,7,196,38,83,1260,63,285,241,130,11,5,341,75,43,553
063005,2510,25,12,146,29,77,1361,58,351,310,146,11,4,296,67,37,441
063006,3235,9,7,190,29,97,1645,86,357,227,136,10,7,271,52,44,539
064007,2414,18,14,125,24,61,1257,69,307,143,159,12,3,295,102,22,369
064008,3738,21,10,139,28,80,2351,104,570,374,446,24,6,394,140,42,627
069900,646,12,10,80,5,63,347,10,133,56,1,14,2,91,0,59,250
071001,6331,119,76,502,152,167,3279,29,272,245,150,29,8,313,49,218,1228
071002,2659,49,27,194,58,100,1245,38,214,281,111,13,4,250,59,79,588
072003,2155,20,12,123,26,53,1002,21,206,226,87,9,3,158,34,86,366
072004,4793,35,14,412,99,111,2040,30,198,431,81,14,3,336,94,107,828
073005,2849,19,13,109,15,40,1791,33,189,252,104,12,7,219,82,26,380
073006,1861,23,16,134,27,50,986,34,191,220,75,13,9,170,38,25,376
074007,2329,16,7,164,38,53,810,25,154,157,40,12,5,168,26,210,391
074008,4033,46,33,290,57,133,1745,58,313,163,101,16,5,354,99,52,830
074009,2503,18,8,190,46,93,1214,29,317,71,45,15,4,186,21,31,510
075010,2148,26,16,212,44,87,908,46,267,70,71,13,7,252,37,50,552
075011,1818,21,12,172,50,66,844,32,207,76,71,6,2,143,13,38,383
076012,1326,21,16,112,21,48,612,16,172,80,42,17,4,147,22,19,298
076013,1251,6,3,93,18,32,627,21,93,42,13,11,6,129,10,21,245
076014,1109,8,3,111,13,49,475,32,162,31,74,3,1,126,20,5,265
076015,1844,20,11,183,46,87,661,42,162,90,52,20,4,260,47,58,445
079900,1175,49,39,116,0,86,823,18,219,105,0,10,1,156,0,121,379
081001,4685,70,36,491,139,153,1891,25,308,180,123,18,8,528,189,471,1139
081002,10246,94,47,762,247,252,4434,59,542,245,154,34,11,627,141,170,1698
081003,6450,71,32,529,147,166,2781,45,232,320,192,17,7,446,121,122,1177
081004,5276,86,39,566,154,157,2372,52,473,331,194,27,12,533,99,116,1331
081005,2598,26,13,195,55,118,1108,32,330,36,48,21,12,528,46,41,528
082006,2602,29,18,242,58,93,1093,40,341,65,68,17,6,213,21,54,681
082007,2652,44,28,202,53,77,1115,50,217,100,107,8,2,219,40,36,501
082008,1498,17,8,126,20,65,674,49,198,32,81,8,4,165,14,7,339
083009,2695,37,25,185,50,64,1225,19,105,111,60,12,4,355,38,22,563
083010,1108,17,13,149,42,63,438,23,70,74,28,15,7,114,6,9,389
084011,983,9,4,92,15,30,462,9,93,30,51,10,8,68,3,8,199
084012,2399,31,17,184,53,87,1158,114,307,151,174,22,10,280,28,8,503
089900,1786,49,40,229,14,103,938,21,266,57,1,9,0,177,0,116,496
091001,2069,44,35,132,38,43,1203,30,176,280,38,11,5,201,68,63,359
091002,1304,9,5,42,8,22,746,36,166,63,38,11,8,133,13,16,229
091003,1538,19,8,99,23,53,887,63,209,125,52,7,3,132,24,20,289
091004,1247,15,9,85,17,44,584,30,102,83,37,11,3,144,13,14,246
092005,2113,12,5,279,65,93,967,46,239,138,22,9,6,210,39,49,573
092006,1808,13,8,145,20,27,910,22,107,123,20,7,3,194,91,37,286
092007,2123,13,7,108,22,52,1024,44,176,165,28,8,4,168,70,15,301
092008,979,5,5,117,19,34,383,27,68,77,13,3,1,103,21,19,274
093009,1382,9,5,141,20,56,703,69,160,95,61,5,1,127,21,23,292
093010,759,7,6,51,11,26,393,19,121,53,28,1,1,69,12,10,124
093011,595,5,1,46,19,13,274,8,81,62,8,3,2,126,65,4,98
093012,321,1,1,19,2,6,175,3,53,6,13,1,0,23,0,1,42
094013,578,2,1,40,9,21,299,14,114,38,13,12,2,95,11,5,121
094014,811,5,2,74,14,35,387,23,66,65,11,10,6,106,14,12,205
094015,601,1,0,78,9,21,218,9,56,46,6,11,6,80,8,3,154
094016,193,0,0,11,2,5,105,4,35,8,16,3,3,21,1,3,25
095017,1304,2,0,78,26,38,786,48,154,255,25,3,2,148,37,9,262
095018,575,2,1,33,7,17,334,6,123,81,30,3,1,65,12,1,74
095019,1578,14,7,125,35,33,708,12,45,143,8,6,3,182,29,43,329
095020,659,3,2,42,11,28,339,25,93,75,25,1,1,92,27,12,139
099900,713,28,24,59,0,60,442,28,259,89,3,17,11,98,0,33,307
101001,1994,33,20,426,74,96,670,44,107,97,19,20,7,203,34,37,740
101002,4702,66,43,681,148,160,1694,78,300,184,28,23,11,513,54,70,1357
101003,3412,55,29,334,67,108,1378,115,310,112,47,25,7,347,48,31,728
102004,4321,28,17,617,109,180,1575,65,207,165,36,31,13,552,110,90,1265
102005,1688,18,9,231,32,77,586,27,100,104,12,8,4,186,47,39,525
102006,1956,17,13,251,45,96,620,43,95,88,23,29,8,259,74,21,564
103007,2103,9,6,155,24,60,1104,40,270,177,62,8,2,154,16,31,321
104008,1094,5,1,62,9,32,532,15,171,94,75,8,4,141,15,5,191
104009,1948,5,2,98,20,48,1212,30,151,118,79,4,1,168,50,5,215
109900,1067,24,19,127,17,54,136,20,72,34,0,6,1,42,0,15,275
111001,348,1,1,15,0,11,214,3,36,9,16,2,1,38,6,4,44
111002,1891,19,14,289,44,106,645,31,112,90,13,11,2,226,15,53,599
111003,2171,31,22,315,65,77,950,63,98,114,23,9,3,176,27,47,621
112004,1333,10,6,120,26,36,713,25,92,46,55,7,1,108,11,12,242
112005,2570,21,10,255,42,90,1230,60,312,122,70,14,2,267,57,45,645
113006,2747,22,11,253,47,89,1248,136,323,176,72,5,3,311,67,35,615
113007,4066,38,20,299,78,87,2090,101,419,232,63,11,7,292,67,44,752
113008,1787,15,9,134,27,23,796,35,133,135,17,11,3,124,41,35,259
114009,2951,20,11,242,51,78,1546,62,234,283,69,14,5,367,105,38,749
114010,1534,19,12,137,40,50,703,52,111,60,36,3,1,128,43,13,323
114011,1592,12,5,133,30,44,703,54,140,130,50,6,5,180,86,17,330
115012,470,2,1,34,10,10,284,9,63,54,15,15,9,48,16,12,89
115013,1525,8,5,102,24,50,866,44,212,246,36,8,4,124,18,5,267
119900,633,18,14,54,3,29,419,20,182,53,0,17,7,119,0,18,173
121001,3206,32,16,369,95,165,1301,34,207,177,142,24,9,287,38,83,1036
121002,3721,52,26,326,79,133,1507,43,257,168,112,19,7,325,98,135,898
122003,3550,40,19,315,74,114,1599,39,240,114,128,17,10,396,65,69,863
122004,2300,10,5,162,42,95,663,18,146,58,45,12,7,126,7,149,414
122005,1907,24,10,135,33,43,1011,13,69,112,18,4,1,150,42,54,343
124006,1221,3,0,71,17,38,590,30,217,70,125,6,1,152,22,24,186
124007,1908,18,13,106,26,47,1134,60,361,196,242,14,7,185,34,31,285
125008,1210,15,6,100,25,45,545,19,121,37,66,6,0,120,24,23,297
125009,3211,49,32,351,87,108,1475,23,250,172,123,21,3,303,87,62,760
126010,948,16,6,76,12,35,383,8,78,31,25,10,5,107,28,13,203
126011,3316,54,29,423,107,158,1539,34,242,109,37,44,20,282,25,73,1160
126012,1097,7,5,125,28,55,395,13,99,44,30,27,5,129,7,28,317
129900,1585,20,14,123,11,79,1233,18,174,66,1,11,2,24,0,85,314
